SRR10507663|k141_12948_4	neuB|neuB_312_kegg	100.0	334	0	0	1	334	2	335	2.5e-189	663.3
SRR10507663|k141_12948_5	neuC|neuC_340_kegg	100.0	382	0	0	1	382	1	382	1.6e-216	753.8
SRR10507661|k141_14330_13	neuC|neuC_340_kegg	100.0	382	0	0	1	382	1	382	1.6e-216	753.8
SRR10507663|k141_12948_6	neuD|neuD_1_bv	100.0	225	0	0	1	225	1	225	3.5e-86	320.1
SRR10507666|k141_3934_23	nanU|nanU_38453_bv	54.6	577	244	6	17	581	25	595	2.3e-174	614.4
SRR10507661|k141_14330_18	neuA|neuA_141_kegg	100.0	250	0	0	1	250	1	250	2.8e-140	500.0
SRR10507661|k141_14330_14	neuD|neuD_1_bv	100.0	225	0	0	1	225	1	225	3.5e-86	320.1
SRR10507658|k141_2827_50	satB|MBM3693078.1	40.0	315	179	2	1	307	1	313	1.2e-55	219.2
SRR10507660|k141_18639_5	nanU|nanU_157462_bv	100.0	519	0	0	1	519	1	519	1.1e-308	1060.4
SRR10507666|k141_64_542	siaT|siaT_3434_uniprot	100.0	436	0	0	1	436	1	436	3.7e-209	729.6
SRR10507661|k141_8349_4	kpsM|kpsM_209_bv	42.5	266	146	2	10	268	12	277	4.4e-59	230.3
SRR10507661|k141_14330_12	neuB|neuB_312_kegg	100.0	334	0	0	1	334	2	335	2.5e-189	663.3
SRR10507666|k141_21514_1	nagB|nagB_173970_bv	100.0	161	0	0	1	161	1	161	1.7e-87	323.9
SRR10507665|k141_19596_142	nanU|nanU_216147_bv	72.2	479	131	2	1	478	1	478	3.1e-201	703.4
SRR10507660|k141_52838_19	neuA|neuA_10743_uniprot	86.0	228	32	0	1	228	1	228	5.5e-111	402.5
SRR10507658|k141_14628_8	satB|MFN4189717.1	43.8	324	152	2	14	337	12	305	1.8e-65	251.9
SRR10507659|k141_35572_2	nanU|nanU_38453_bv	54.6	577	244	6	17	581	25	595	2.3e-174	614.4
SRR10507665|k141_21194_5	nanU|nanU_157462_bv	100.0	519	0	0	1	519	1	519	1.1e-308	1060.4
SRR10507658|k141_15461_8	satD|WP_249736668.1	40.2	229	125	7	21	244	41	262	2.5e-32	141.4
SRR10507666|k141_13999_2	nanU|nanU_53127_bv	52.6	532	235	6	8	536	15	532	1.8e-165	584.7
SRR10507666|k141_46681_27	nanU|nanU_138882_bv	100.0	487	0	0	1	487	1	487	2.1e-293	1009.6
SRR10507658|k141_14628_11	satD|WP_022922052.1	47.9	257	121	2	5	249	20	275	2.5e-58	228.0
SRR10507655|k141_93115_2	nanU|nanU_645800_bv	99.6	531	2	0	1	531	4	534	0.0e+00	1076.6
SRR10507658|k141_13788_82	nanU|nanU_481889_bv	100.0	548	0	0	1	548	2	549	0.0e+00	1110.1
SRR10507654|k141_60628_3	nanU|nanU_453965_bv	40.6	594	315	14	1	587	2	564	5.0e-116	420.6
SRR10507666|k141_40091_33	siaM|siaM_2231_bv	100.0	434	0	0	1	434	1	434	4.0e-227	789.3
SRR10507658|k141_11379_33	siaM|siaM_2231_bv	100.0	434	0	0	1	434	1	434	4.0e-227	789.3
SRR10507660|k141_35946_10	nanU|nanU_317722_bv	69.1	501	154	1	6	506	7	506	2.0e-206	720.7
SRR10507665|k141_23466_39	nanU|nanU_317722_bv	69.1	501	154	1	6	506	7	506	2.0e-206	720.7
SRR10507659|k141_14584_46	nanU|nanU_502776_bv	99.6	480	2	0	13	492	1	480	4.4e-283	975.3
SRR10507657|k141_22559_27	nanU|nanU_53127_bv	52.6	532	235	6	8	536	15	532	1.4e-165	585.1
SRR10507666|k141_64_543	siaQ|siaQ_46_uniprot	46.3	149	76	1	1	149	1	145	5.5e-30	132.9
SRR10507653|k141_142114_2	nanU|nanU_449473_bv	98.8	402	5	0	1	402	21	422	8.7e-237	821.2
SRR10507660|k141_36331_106	nanU|nanU_631919_bv	99.8	513	1	0	1	513	4	516	0.0e+00	1090.1
SRR10507658|k141_15094_142	siaQ|siaQ_46_uniprot	46.3	149	76	1	1	149	1	145	5.5e-30	132.9
SRR10507659|k141_10529_23	nanU|nanU_590222_bv	58.1	570	222	8	1	561	1	562	1.4e-187	658.3
SRR10507659|k141_49275_2	nanU|nanU_430414_bv	46.8	628	294	9	1	611	5	609	9.4e-158	559.3
SRR10507658|k141_7963_41	nanU|nanU_179674_bv	40.3	632	309	18	17	630	19	600	2.7e-115	418.3
SRR10507656|k141_166_12	nanU|nanU_556657_bv	48.0	625	277	15	3	621	2	584	9.2e-153	542.7
SRR10507666|k141_46202_1	nanU|nanU_502776_bv	99.6	480	2	0	13	492	1	480	4.4e-283	975.3
SRR10507654|k141_23981_5	nanU|nanU_430414_bv	46.8	628	294	9	1	611	5	609	9.4e-158	559.3
SRR10507659|k141_10529_21	nanU|nanU_179674_bv	40.3	632	309	18	17	630	19	600	2.7e-115	418.3
SRR10507660|k141_39517_37	nanU|nanU_184248_bv	47.2	513	255	10	4	507	5	510	2.6e-121	438.0
SRR10507654|k141_17993_91	nanU|nanU_42577_bv	77.3	537	120	2	1	537	2	536	4.6e-249	862.4
SRR10507665|k141_3554_152	nanU|nanU_10567_bv	100.0	518	0	0	1	518	1	518	0.0e+00	1091.6
SRR10507655|k141_95396_4	nanU|nanU_590222_bv	58.1	570	222	8	1	561	1	562	2.3e-187	657.5
SRR10507660|k141_2812_44	nanU|nanU_10567_bv	100.0	518	0	0	1	518	1	518	0.0e+00	1091.6
SRR10507658|k141_32540_268	nanU|nanU_572409_bv	49.0	502	245	3	29	527	98	591	2.3e-136	488.0
SRR10507660|k141_2812_41	nanU|nanU_346838_bv	87.4	525	65	1	1	524	1	525	5.0e-285	981.9
SRR10507659|k141_123735_93	nanU|nanU_572409_bv	49.0	502	245	3	29	527	98	591	2.3e-136	488.0
SRR10507656|k141_32052_20	nanU|nanU_256107_bv	40.8	576	296	19	6	564	1	548	5.2e-102	374.0
SRR10507658|k141_15094_143	siaT|siaT_3434_uniprot	100.0	436	0	0	1	436	1	436	3.7e-209	729.6
SRR10507656|k141_93365_10	SIAE|SIAE_54428_bv	42.2	633	192	4	4	631	10	473	4.4e-142	507.3
SRR10507666|k141_49118_138	SIAE|SIAE_54428_bv	42.2	633	192	4	4	631	10	473	4.4e-142	507.3
SRR10507658|k141_11379_32	siaQ|siaQ_3733_bv	100.0	160	0	0	1	160	1	160	9.6e-86	318.2
SRR10507666|k141_41711_27	kpsD|kpsD_12100_bv	50.5	858	399	7	1	858	1	832	7.8e-243	842.4
SRR10507665|k141_56239_19	neuA|neuA_10743_uniprot	86.0	228	32	0	1	228	1	228	5.5e-111	402.5
SRR10507660|k141_9918_26	nanU|nanU_521714_bv	98.9	459	5	0	101	559	1	459	1.5e-279	963.8
SRR10507658|k141_11379_230	nanQ|nanQ_4_bv	100.0	154	0	0	1	154	1	154	6.0e-85	315.5
SRR10507666|k141_18488_8	satD|WP_249736668.1	40.2	229	125	7	21	244	41	262	2.5e-32	141.4
SRR10507654|k141_65043_2	nanH|nanH_4619_bv	99.8	433	1	0	119	551	1	433	1.7e-262	907.1
SRR10507659|k141_2390_14	nanH|nanH_4619_bv	99.8	433	1	0	119	551	1	433	1.7e-262	907.1
SRR10507665|k141_37657_106	nanU|nanU_631919_bv	99.8	513	1	0	1	513	4	516	0.0e+00	1090.1
SRR10507666|k141_4522_6	nanU|nanU_179674_bv	40.3	632	309	18	17	630	19	600	2.7e-115	418.3
SRR10507658|k141_5101_29	nanU|nanU_119814_bv	68.7	457	143	0	16	472	25	481	2.1e-181	637.5
SRR10507666|k141_18311_28	satB|MFN4189717.1	43.8	324	152	2	14	337	12	305	1.8e-65	251.9
SRR10507655|k141_12089_1	nanU|nanU_500862_bv	41.0	522	284	13	16	523	18	529	1.4e-96	355.9
SRR10507666|k141_870_8	SIAE|SIAE_95504_bv	100.0	689	0	0	1	689	1	689	0.0e+00	1449.1
SRR10507665|k141_44798_37	nanU|nanU_184248_bv	47.2	513	255	10	4	507	5	510	2.6e-121	438.0
SRR10507666|k141_47602_9	nanM|nanM_1494_uniprot	99.7	338	1	0	1	338	18	355	6.3e-204	711.8
SRR10507666|k141_39865_64	nanU|nanU_460596_bv	43.8	491	268	6	2	485	1	490	3.2e-108	394.4
SRR10507666|k141_46882_26	nanU|nanU_390449_bv	99.0	494	5	0	50	543	19	512	1.1e-298	1027.3
SRR10507666|k141_870_90	nanU|nanU_256145_bv	99.3	542	4	0	1	542	4	545	0.0e+00	1134.0
SRR10507666|k141_5690_12	SIAE|SIAE_3506_bv	100.0	497	0	0	1	497	1	497	1.2e-304	1047.0
SRR10507658|k141_23139_24	nanA|nanA_30477_bv	99.3	305	2	0	1	305	1	305	5.2e-173	609.0
SRR10507659|k141_97205_88	nanU|nanU_256145_bv	98.9	542	6	0	1	542	4	545	0.0e+00	1130.2
SRR10507666|k141_13138_3	nanU|nanU_428403_bv	69.7	492	149	0	3	494	4	495	6.2e-208	725.7
SRR10507666|k141_3934_27	nanU|nanU_430414_bv	46.8	628	294	9	1	611	5	609	9.4e-158	559.3
SRR10507666|k141_18550_5	SIAE|SIAE_85672_bv	43.6	652	295	6	1	648	1	583	4.8e-152	540.4
SRR10507666|k141_12471_61	nanQ|nanQ_4_bv	100.0	154	0	0	1	154	1	154	6.0e-85	315.5
SRR10507659|k141_97205_5	nanM|nanM_3259_bv	44.9	345	175	5	30	374	19	348	1.1e-71	272.7
SRR10507659|k141_119869_31	SIAE|SIAE_5042_bv	100.0	497	0	0	1	497	1	497	9.2e-305	1047.3
